item_id,user_id,rating,timestamp,model_attr,category,brand,year,user_attr,split,month
0,0,5.0,1999-06-13,Female,Portable Audio & Video,,1999,,0,6
0,1,5.0,1999-06-14,Female,Portable Audio & Video,,1999,,0,6
0,2,3.0,1999-06-17,Female,Portable Audio & Video,,1999,,0,6
0,3,1.0,1999-07-01,Female,Portable Audio & Video,,1999,,0,7
0,4,2.0,1999-07-06,Female,Portable Audio & Video,,1999,,0,7
0,5,2.0,1999-07-12,Female,Portable Audio & Video,,1999,,0,7
0,6,5.0,1999-07-13,Female,Portable Audio & Video,,1999,,0,7
0,7,2.0,1999-07-13,Female,Portable Audio & Video,,1999,,0,7
0,8,4.0,1999-07-16,Female,Portable Audio & Video,,1999,,0,7
0,9,5.0,1999-08-20,Female,Portable Audio & Video,,1999,,0,8
0,10,1.0,1999-08-24,Female,Portable Audio & Video,,1999,,0,8
0,11,1.0,1999-10-04,Female,Portable Audio & Video,,1999,,0,10
0,12,5.0,1999-10-10,Female,Portable Audio & Video,,1999,,0,10
0,13,5.0,1999-10-12,Female,Portable Audio & Video,,1999,,0,10
1,14,4.0,1999-10-17,Female,Computers & Accessories,HP,1999,,0,10
0,15,5.0,1999-10-21,Female,Portable Audio & Video,,1999,,0,10
2,16,4.0,1999-10-25,Female&Male,Headphones,,1999,,0,10
0,17,5.0,1999-10-29,Female,Portable Audio & Video,,1999,,0,10
0,18,1.0,1999-11-06,Female,Portable Audio & Video,,1999,,0,11
0,19,3.0,1999-11-09,Female,Portable Audio & Video,,1999,,0,11
0,20,4.0,1999-11-10,Female,Portable Audio & Video,,1999,,0,11
0,21,4.0,1999-11-14,Female,Portable Audio & Video,,1999,,0,11
0,22,1.0,1999-11-23,Female,Portable Audio & Video,,1999,,0,11
0,23,3.0,1999-11-24,Female,Portable Audio & Video,,1999,,0,11
0,24,4.0,1999-11-26,Female,Portable Audio & Video,,1999,,0,11
0,25,5.0,1999-11-27,Female,Portable Audio & Video,,1999,,0,11
0,26,5.0,1999-11-29,Female,Portable Audio & Video,,1999,,0,11
0,27,5.0,1999-11-30,Female,Portable Audio & Video,,1999,,0,11
0,28,2.0,1999-12-01,Female,Portable Audio & Video,,1999,Female,0,12
0,29,2.0,1999-12-02,Female,Portable Audio & Video,,1999,,0,12
0,30,5.0,1999-12-02,Female,Portable Audio & Video,,1999,,0,12
0,31,4.0,1999-12-02,Female,Portable Audio & Video,,1999,,0,12
0,32,3.0,1999-12-04,Female,Portable Audio & Video,,1999,,0,12
0,33,4.0,1999-12-04,Female,Portable Audio & Video,,1999,,0,12
2,34,5.0,1999-12-05,Female&Male,Headphones,,1999,,0,12
0,35,5.0,1999-12-06,Female,Portable Audio & Video,,1999,,0,12
0,36,4.0,1999-12-07,Female,Portable Audio & Video,,1999,,0,12
0,37,5.0,1999-12-07,Female,Portable Audio & Video,,1999,,0,12
0,38,2.0,1999-12-07,Female,Portable Audio & Video,,1999,,0,12
0,39,5.0,1999-12-08,Female,Portable Audio & Video,,1999,,0,12
0,40,5.0,1999-12-10,Female,Portable Audio & Video,,1999,,0,12
0,41,2.0,1999-12-10,Female,Portable Audio & Video,,1999,,0,12
1,42,5.0,1999-12-13,Female,Computers & Accessories,HP,1999,,0,12
0,43,4.0,1999-12-22,Female,Portable Audio & Video,,1999,,0,12
0,44,5.0,1999-12-27,Female,Portable Audio & Video,,1999,,0,12
0,45,5.0,1999-12-28,Female,Portable Audio & Video,,1999,,0,12
0,46,5.0,1999-12-30,Female,Portable Audio & Video,,1999,,0,12
0,47,5.0,2000-01-03,Female,Portable Audio & Video,,2000,,0,1
0,48,1.0,2000-01-04,Female,Portable Audio & Video,,2000,,0,1
0,49,4.0,2000-01-06,Female,Portable Audio & Video,,2000,,0,1
0,50,4.0,2000-01-06,Female,Portable Audio & Video,,2000,,0,1
0,51,1.0,2000-01-06,Female,Portable Audio & Video,,2000,,0,1
0,52,4.0,2000-01-07,Female,Portable Audio & Video,,2000,,0,1
0,53,1.0,2000-01-09,Female,Portable Audio & Video,,2000,,0,1
0,54,5.0,2000-01-12,Female,Portable Audio & Video,,2000,,0,1
0,55,5.0,2000-01-14,Female,Portable Audio & Video,,2000,,0,1
0,56,5.0,2000-01-17,Female,Portable Audio & Video,,2000,,0,1
0,57,5.0,2000-01-22,Female,Portable Audio & Video,,2000,,0,1
0,58,4.0,2000-01-24,Female,Portable Audio & Video,,2000,,0,1
0,59,5.0,2000-01-29,Female,Portable Audio & Video,,2000,,0,1
0,60,5.0,2000-01-31,Female,Portable Audio & Video,,2000,,0,1
0,61,3.0,2000-02-01,Female,Portable Audio & Video,,2000,,0,2
0,62,5.0,2000-02-01,Female,Portable Audio & Video,,2000,,0,2
0,63,3.0,2000-02-14,Female,Portable Audio & Video,,2000,,0,2
0,64,3.0,2000-02-15,Female,Portable Audio & Video,,2000,,0,2
0,65,1.0,2000-02-19,Female,Portable Audio & Video,,2000,,0,2
0,66,3.0,2000-02-21,Female,Portable Audio & Video,,2000,,0,2
0,67,2.0,2000-02-27,Female,Portable Audio & Video,,2000,,0,2
0,68,5.0,2000-02-28,Female,Portable Audio & Video,,2000,,0,2
0,69,4.0,2000-02-29,Female,Portable Audio & Video,,2000,,0,2
0,70,2.0,2000-03-01,Female,Portable Audio & Video,,2000,,0,3
0,71,5.0,2000-03-12,Female,Portable Audio & Video,,2000,,0,3
0,72,5.0,2000-03-16,Female,Portable Audio & Video,,2000,,0,3
0,73,5.0,2000-03-17,Female,Portable Audio & Video,,2000,,0,3
0,74,2.0,2000-03-22,Female,Portable Audio & Video,,2000,,0,3
1,75,5.0,2000-03-22,Female,Computers & Accessories,HP,2000,,0,3
1,76,5.0,2000-03-23,Female,Computers & Accessories,HP,2000,,0,3
1,77,2.0,2000-03-25,Female,Computers & Accessories,HP,2000,,0,3
3,78,4.0,2000-03-28,Female,Camera & Photo,,2000,,0,3
3,79,5.0,2000-03-28,Female,Camera & Photo,,2000,,0,3
3,80,4.0,2000-03-30,Female,Camera & Photo,,2000,,0,3
3,81,5.0,2000-03-31,Female,Camera & Photo,,2000,Male,0,3
0,82,5.0,2000-04-01,Female,Portable Audio & Video,,2000,,0,4
2,83,5.0,2000-04-05,Female&Male,Headphones,,2000,,0,4
3,84,1.0,2000-04-06,Female,Camera & Photo,,2000,,0,4
0,85,5.0,2000-04-12,Female,Portable Audio & Video,,2000,,0,4
3,86,2.0,2000-04-12,Female,Camera & Photo,,2000,,0,4
3,87,5.0,2000-04-12,Female,Camera & Photo,,2000,,0,4
3,88,4.0,2000-04-14,Female,Camera & Photo,,2000,,0,4
0,89,5.0,2000-04-15,Female,Portable Audio & Video,,2000,,0,4
3,90,4.0,2000-04-15,Female,Camera & Photo,,2000,,0,4
0,91,2.0,2000-04-16,Female,Portable Audio & Video,,2000,,0,4
3,92,5.0,2000-04-17,Female,Camera & Photo,,2000,,0,4
0,93,1.0,2000-04-22,Female,Portable Audio & Video,,2000,,0,4
0,94,1.0,2000-04-27,Female,Portable Audio & Video,,2000,,0,4
0,95,4.0,2000-04-30,Female,Portable Audio & Video,,2000,,0,4
1,96,5.0,2000-05-05,Female,Computers & Accessories,HP,2000,,0,5
0,97,1.0,2000-05-06,Female,Portable Audio & Video,,2000,,0,5
3,98,4.0,2000-05-09,Female,Camera & Photo,,2000,,0,5
0,99,1.0,2000-05-09,Female,Portable Audio & Video,,2000,,0,5
3,100,5.0,2000-05-09,Female,Camera & Photo,,2000,,0,5
0,101,5.0,2000-05-11,Female,Portable Audio & Video,,2000,,0,5
3,102,5.0,2000-05-12,Female,Camera & Photo,,2000,,0,5
2,103,5.0,2000-05-14,Female&Male,Headphones,,2000,,0,5
1,104,5.0,2000-05-15,Female,Computers & Accessories,HP,2000,,0,5
0,105,5.0,2000-05-15,Female,Portable Audio & Video,,2000,,0,5
0,106,4.0,2000-05-17,Female,Portable Audio & Video,,2000,,0,5
3,107,3.0,2000-05-17,Female,Camera & Photo,,2000,,0,5
3,108,5.0,2000-05-18,Female,Camera & Photo,,2000,,0,5
3,109,5.0,2000-05-18,Female,Camera & Photo,,2000,,0,5
3,110,4.0,2000-05-19,Female,Camera & Photo,,2000,,0,5
0,111,4.0,2000-05-22,Female,Portable Audio & Video,,2000,,0,5
0,112,2.0,2000-05-23,Female,Portable Audio & Video,,2000,,0,5
1,113,5.0,2000-05-23,Female,Computers & Accessories,HP,2000,,0,5
0,114,3.0,2000-05-25,Female,Portable Audio & Video,,2000,,0,5
3,115,1.0,2000-05-26,Female,Camera & Photo,,2000,,0,5
